Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
1003: customers with PV,1674,2127,2936,4285,6035,8024,9966,11810,13520,15043,16273,17228,17980,18620,19179,19659,20066,20414,20712,20966,21194,21397,21575,21726,21849,21947,22014,22048,22052,22029,21977,21893,21775,21624,21438,21213
1004: customers with PV,1674,3231,5131,7258,9353,11362,13216,14849,16178,17192,17974,18643,19220,19716,20148,20514,20820,21092,21343,21570,21773,21952,22109,22239,22343,22423,22479,22507,22508,22480,22419,22325,22195,22029,21826,21582
1005: customers with PV,1674,3648,7215,12338,16490,18402,19466,20179,20769,21259,21699,22105,22479,22819,23132,23425,23701,23962,24178,24299,24337,24329,24287,24201,24070,23888,23645,23340,22969,22539,22060,21517,20914,20260,19555,18802
1006: customers with PV,1674,8726,15007,17957,19333,20149,20792,21313,21775,22200,22586,22941,23265,23564,23843,24105,24351,24583,24763,24847,24853,24817,24748,24637,24481,24275,24010,23682,23290,22847,22359,21807,21196,20532,19817,19052
1007: customers with PV,1674,3648,7215,12338,16490,18402,19466,20179,20769,21259,21699,22105,22479,22819,23090,23238,23309,23337,23307,23207,23030,22779,22451,22067,21623,21103,20508,19841,19113,18324,17472,16560,15599,14597,13556,12478
1008: customers with PV,1674,8726,15007,17957,19333,20149,20792,21313,21775,22200,22586,22941,23265,23564,23790,23894,23927,23917,23851,23716,23503,23217,22856,22445,21971,21422,20801,20109,19359,18554,17690,16769,15799,14786,13734,12645
1009: customers with PV,1674,2131,2961,4347,6144,8161,10122,11986,13708,15237,16452,17391,18139,18781,19340,19831,20264,20648,20991,21311,21622,21923,22214,22497,22770,23035,23292,23544,23795,24045,24294,24542,24789,25035,25281,25525
1010: customers with PV,1674,3235,5153,7292,9402,11428,13298,14945,16274,17283,18068,18741,19320,19819,20253,20633,20972,21293,21603,21903,22193,22473,22744,23004,23257,23508,23756,24004,24250,24494,24736,24977,25216,25454,25690,25924
1011: customers with PV,1674,2131,2961,4347,6144,8161,10122,11986,13708,15237,16452,17391,18139,18781,19340,19831,20264,20648,20991,21311,21622,21923,22214,22497,22770,23035,23292,23544,23795,24045,24294,24542,24789,25035,25280,25524
1012: customers with PV,1674,3235,5153,7292,9402,11428,13298,14945,16274,17283,18068,18741,19320,19819,20253,20633,20972,21293,21603,21903,22193,22473,22744,23004,23257,23508,23756,24004,24249,24494,24736,24977,25216,25454,25690,25924
1013: customers with PV,1674,3669,7317,12554,16669,18512,19544,20255,20842,21333,21778,22190,22567,22912,23229,23528,23809,24074,24325,24565,24793,25011,25220,25421,25614,25801,25982,26159,26331,26501,26673,26846,27022,27199,27379,27561
1014: customers with PV,1674,8747,15057,17991,19361,20179,20825,21348,21815,22245,22636,22994,23323,23627,23911,24177,24427,24663,24888,25102,25306,25503,25692,25874,26050,26222,26389,26556,26725,26896,27069,27244,27420,27599,27779,27961
1015: customers with PV,1674,3669,7317,12554,16669,18512,19544,20255,20842,21333,21778,22190,22567,22912,23229,23528,23809,24074,24325,24565,24793,25011,25220,25421,25614,25801,25982,26159,26331,26501,26672,26846,27021,27199,27379,27561
1016: customers with PV,1674,8747,15057,17991,19361,20179,20825,21348,21815,22245,22636,22994,23323,23627,23911,24177,24427,24663,24888,25102,25306,25503,25692,25874,26050,26222,26389,26556,26725,26896,27069,27244,27420,27599,27779,27961
1017: customers with PV,1674,2131,2961,4347,6144,8161,10122,11986,13708,15237,16452,17391,18139,18781,19340,19831,20264,20648,20991,21311,21622,21923,22217,22505,22786,23060,23327,23592,23857,24121,24386,24651,24915,25179,25442,25703
1018: customers with PV,1674,3235,5153,7292,9402,11428,13298,14945,16274,17283,18068,18741,19320,19819,20253,20633,20972,21294,21608,21917,22218,22510,22792,23065,23332,23599,23864,24128,24392,24654,24914,25172,25428,25682,25934,26183
1019: customers with PV,1674,2131,2961,4347,6144,8161,10122,11986,13708,15237,16452,17391,18139,18781,19340,19831,20264,20648,20991,21311,21622,21923,22217,22505,22786,23060,23327,23592,23856,24121,24386,24650,24914,25178,25440,25701
1020: customers with PV,1674,3235,5153,7292,9402,11428,13298,14945,16274,17283,18068,18741,19320,19819,20253,20633,20972,21294,21608,21917,22218,22510,22792,23065,23332,23599,23864,24128,24392,24653,24913,25172,25428,25681,25932,26181
1021: customers with PV,1674,3669,7317,12554,16669,18512,19544,20255,20842,21333,21778,22190,22567,22912,23229,23528,23809,24074,24325,24565,24793,25012,25222,25424,25618,25806,25989,26166,26340,26511,26685,26860,27039,27219,27401,27586
1022: customers with PV,1674,8747,15057,17991,19361,20179,20825,21348,21815,22245,22636,22994,23323,23627,23911,24177,24427,24664,24890,25105,25312,25510,25700,25883,26060,26233,26401,26571,26742,26916,27092,27269,27449,27630,27813,27998
1023: customers with PV,1674,3669,7317,12554,16669,18512,19544,20255,20842,21333,21778,22190,22567,22912,23229,23528,23809,24074,24325,24565,24793,25012,25222,25424,25618,25806,25989,26166,26339,26511,26684,26860,27038,27219,27401,27586
1024: customers with PV,1674,8747,15057,17991,19361,20179,20825,21348,21815,22245,22636,22994,23323,23627,23911,24177,24427,24664,24890,25105,25312,25510,25700,25883,26060,26233,26401,26571,26742,26916,27092,27269,27449,27630,27813,27998
1025: customers with PV,1674,2115,2872,4147,5827,7849,9969,12111,14273,16439,18567,20663,22687,24610,26449,28201,29863,31431,32904,34282,35559,36746,37854,38881,39824,40681,41450,42132,42733,43244,43663,43991,44228,44368,44403,44323
1026: customers with PV,1674,3224,5118,7307,9568,11880,14192,16486,18761,21001,23172,25267,27252,29117,30869,32519,34069,35527,36885,38145,39310,40383,41355,42226,43002,43684,44268,44754,45142,45427,45600,45654,45409,44591,43702,42768
1027: customers with PV,1674,2115,2872,4147,5827,7849,9969,12111,14273,16437,18547,20605,22591,24469,26248,27926,29500,30974,32343,33606,34763,35823,36798,37686,38483,39186,39795,40309,40732,41055,41276,41394,41404,41299,41066,40687
1028: customers with PV,1674,3224,5118,7307,9568,11880,14192,16486,18761,20990,23125,25174,27111,28910,30580,32134,33579,34918,36150,37278,38305,39233,40051,40762,41370,41875,42272,42560,42737,42795,42724,42510,41732,40653,39520,38336
1029: customers with PV,1674,3616,7169,12985,20002,26696,32302,36841,40263,42569,43844,44143,43623,42536,41003,39055,36794,34403,31926,29346,26674,23929,21108,18197,15158,11922,8342,3914,0,0,0,0,0,0,0,0
1030: customers with PV,1674,8969,17039,24576,30907,36019,39951,42795,44537,45447,45572,44982,43780,42065,40058,37875,35578,33205,30749,28190,25536,22806,19995,17082,14022,10730,7001,1881,0,0,0,0,0,0,0,0
1031: customers with PV,1674,3616,7169,12985,20002,26696,32302,36646,39728,41564,42229,41851,40670,38934,36761,34162,31333,28454,25528,22536,19476,16347,13107,9660,5738,0,0,0,0,0,0,0,0,0,0,0
1032: customers with PV,1674,8969,17039,24576,30907,36019,39808,42281,43571,43857,43288,41996,40102,37716,35115,32394,29599,26765,23881,20925,17891,14767,11495,7934,3584,16,16,16,16,16,16,16,16,16,16,16
1033: customers with PV,1674,2115,2872,4147,5827,7849,9969,12111,14273,16439,18567,20663,22686,24605,26436,28174,29814,31353,32786,34108,35308,36454,37598,38725,39815,40853,41837,42747,43606,42437,40514,38321,35801,32879,29436,25279
1034: customers with PV,1674,3224,5118,7307,9568,11880,14192,16486,18761,21001,23172,25267,27249,29106,30853,32569,34271,35959,37621,39268,40938,42591,44238,45925,46830,45535,44217,42717,41017,39083,36867,34305,31318,27776,23457,17893
1035: customers with PV,1674,2115,2872,4147,5827,7849,9969,12111,14273,16437,18546,20599,22573,24434,26187,27829,29353,30759,32038,33179,34172,35089,35967,36779,37491,38071,38495,38692,37384,34603,31421,27647,23046,17113,8114,0
1036: customers with PV,1674,3224,5118,7307,9568,11880,14192,16486,18761,20990,23122,25163,27085,28860,30504,32092,33644,35151,36605,38010,39393,40700,41938,43119,42318,40474,38383,35985,33223,29996,26148,21404,15147,4708,0,0
1037: customers with PV,1674,3616,7169,12985,20002,26696,32302,36841,40262,42555,43794,44002,43373,42121,39856,37065,33961,30547,26747,22408,17298,10770,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038: customers with PV,1674,8969,17039,24576,30907,36019,39951,42794,44548,45671,46067,45207,43348,41174,38683,35861,32722,29258,25381,20913,15557,8335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039: customers with PV,1674,3616,7169,12985,20002,26696,32302,36644,39709,41501,42060,41452,39955,37521,34088,30246,25981,21203,15611,8226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040: customers with PV,1674,8969,17039,24576,30907,36019,39808,42270,43549,43989,43552,41654,38881,35756,32261,28348,23972,18999,12996,4016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041: customers with PV,1674,2124,2921,4266,6051,8153,10328,12535,14774,17026,19251,21456,23618,25708,27740,29707,31631,33519,35375,37216,39054,40892,42729,44583,46459,48383,50404,50595,49188,47627,45735,43372,40330,36215,30141,17354
1042: customers with PV,1674,3234,5164,7380,9677,12036,14406,16768,19121,21447,23714,25932,28109,30215,32248,34209,36114,37979,39815,41625,43418,45192,46950,48703,50470,49977,48972,47841,46514,44924,42984,40562,37442,33212,26932,12336
1043: customers with PV,1674,2124,2921,4266,6051,8153,10328,12535,14774,17026,19251,21453,23593,25645,27626,29535,31402,33233,35022,36775,38508,40219,41913,43601,45297,47021,48815,48717,47108,45336,43222,40624,37324,32908,26424,11671
1044: customers with PV,1674,3234,5164,7380,9677,12036,14406,16768,19121,21447,23714,25913,28045,30092,32067,33969,35797,37570,39294,40972,42615,44222,45797,47351,48894,48151,46951,45615,44076,42266,40093,37420,34016,29439,22646,6015
1045: customers with PV,1674,3660,7402,13552,20848,27592,33246,37814,41362,43735,45180,45682,45327,44182,42354,40276,38020,35621,33062,30303,27335,24160,20745,17029,12885,7951,0,0,0,1,1,2,3,5,7,11
1046: customers with PV,1674,9018,17208,24825,31250,36445,40434,43401,45339,46435,46743,46208,44826,43176,41306,39226,36976,34585,32031,29277,26315,23141,19721,15984,11778,6642,0,0,0,1,1,2,3,5,7,11
1047: customers with PV,1674,3660,7402,13552,20848,27592,33246,37746,40939,42925,43797,43605,42530,40634,38138,35445,32618,29687,26629,23404,19993,16366,12431,7917,1448,0,0,0,1,1,1,2,3,5,7,11
1048: customers with PV,1674,9018,17208,24825,31250,36445,40398,43012,44557,45076,44684,43390,41296,38975,36475,33808,31012,28108,25072,21864,18460,14816,10812,6030,0,0,0,0,1,1,1,2,3,5,7,11
1049: customers with PV,1674,2124,2921,4266,6051,8153,10328,12535,14774,17026,19251,21456,23618,25708,27740,29716,31783,33992,36382,39071,42295,46449,51376,50264,49078,47612,45778,43447,40425,36367,30606,21527,0,2,4,8
1050: customers with PV,1674,3234,5164,7380,9677,12036,14406,16768,19121,21447,23714,25958,28285,30654,33091,35656,38429,41591,45400,50517,50341,49546,48590,47433,46022,44280,42101,39322,35682,30695,23285,9514,1,2,5,8
1051: customers with PV,1674,2124,2921,4266,6051,8153,10328,12535,14774,17026,19251,21453,23593,25641,27616,29522,31514,33638,35919,38461,41486,45376,49591,48097,46460,44456,41962,38796,34655,28961,20332,0,1,3,5,9
1052: customers with PV,1674,3234,5164,7380,9677,12036,14406,16768,19121,21447,23714,25938,28216,30516,32880,35354,38000,40992,44574,49397,48717,47567,46203,44571,42596,40170,37131,33217,27954,20254,5475,1,2,3,6,9
1053: customers with PV,1674,3660,7402,13552,20848,27592,33246,37814,41362,43759,45537,46543,45287,43376,41136,38539,35589,32262,28437,23904,18317,10692,0,0,0,0,0,0,1,1,1,2,3,5,8,11
1054: customers with PV,1674,9018,17208,24825,31250,36445,40434,43471,45842,47578,47142,45896,44261,42317,40043,37408,34411,31012,27086,22395,16511,7996,0,0,0,0,0,0,1,1,1,2,3,5,8,11
1055: customers with PV,1674,3660,7402,13552,20848,27592,33246,37746,40930,42914,44051,44200,41894,39061,35850,32212,28106,23402,17769,10242,0,0,0,0,0,0,0,0,1,1,2,2,3,5,8,11
1056: customers with PV,1674,9018,17208,24825,31250,36445,40398,43077,45020,46071,44749,42630,40092,37203,33923,30196,25946,21010,14925,5911,0,0,0,0,0,0,0,0,1,1,2,2,3,5,8,11
1057: customers with PV,1674,2138,2994,4443,6351,8527,10762,13033,15336,17646,19900,22098,24198,26160,27987,29695,31284,32748,34082,35279,36340,37251,37995,38554,38903,39007,38811,38182,35956,33527,30837,27827,24398,20370,15358,8122
1058: customers with PV,1674,3249,5234,7484,9826,12238,14665,17086,19496,21857,24124,26311,28379,30289,32051,33660,35119,36434,37595,38596,39428,40069,40493,40671,40552,39483,37530,35389,33038,30436,27522,24204,20312,15493,8658,0
1059: customers with PV,1674,2138,2994,4443,6351,8527,10762,13033,15320,17598,19816,21957,23984,25862,27597,29207,30689,32038,33249,34312,35230,35984,36555,36921,37051,36896,36381,34876,32315,29485,26313,22681,18362,12815,3550,0
1060: customers with PV,1674,3249,5234,7484,9826,12238,14665,17083,19463,21787,24002,26114,28090,29901,31556,33050,34385,35566,36584,37429,38089,38540,38750,38680,38262,36531,34270,31788,29042,25966,22446,18263,12919,4256,0,0
1061: customers with PV,1674,3729,7737,14294,21800,28525,34105,38263,40898,41933,41566,39946,37228,33369,28952,24091,18727,12636,4779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062: customers with PV,1674,9090,17432,25119,31588,36784,40570,42880,43753,43308,41749,38990,35392,31364,26917,22005,16532,10158,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063: customers with PV,1674,3729,7737,14294,21800,28525,33909,37716,39770,40157,39127,36835,33388,28830,23832,18369,12235,4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064: customers with PV,1674,9090,17432,25119,31588,36683,40127,41889,42072,40923,38655,35140,30909,26292,21262,15698,9244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065: customers with PV,1674,2138,2994,4443,6351,8527,10762,13033,15336,17646,19898,22085,24164,26089,27876,29636,31361,33032,34649,36213,37748,39184,35892,31163,24617,13897,0,0,0,0,0,0,0,0,0,0
1066: customers with PV,1674,3249,5234,7484,9826,12238,14665,17086,19496,21856,24129,26433,28732,30955,33142,35283,37434,39631,41904,42332,39519,36114,31730,25768,16531,0,0,0,0,0,0,0,0,0,0,0
1067: customers with PV,1674,2138,2994,4443,6351,8527,10762,13033,15319,17591,19796,21914,23899,25708,27358,28954,30477,31894,33181,34316,35232,34484,29157,21667,7856,0,0,0,0,0,0,0,0,0,0,0
1068: customers with PV,1674,3249,5234,7484,9826,12238,14665,17083,19460,21776,23985,26197,28374,30450,32458,34377,36248,38078,39848,38491,34697,29816,23022,11604,0,0,0,0,0,0,0,0,0,0,0,0
1069: customers with PV,1674,3729,7737,14294,21800,28525,34105,38258,40862,41908,41649,39361,34772,29175,22040,11646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070: customers with PV,1674,9090,17432,25119,31588,36784,40568,43007,44268,44130,41124,37315,32559,26663,18905,6131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071: customers with PV,1674,3729,7737,14294,21800,28525,33906,37691,39666,39964,38784,34948,29112,21795,11315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072: customers with PV,1674,9090,17432,25119,31588,36683,40115,41977,42453,41211,37171,32220,26052,18016,4551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073: customers with PV,1674,2147,3042,4569,6574,8804,11106,13462,15865,18296,20712,23097,25447,27737,29969,32139,34253,36317,38331,40293,42203,44041,45770,44405,41996,39269,36054,32183,27375,21043,11409,0,1,3,5,9
1074: customers with PV,1674,3260,5277,7556,9940,12407,14903,17409,19918,22423,24902,27335,29707,31985,34179,36284,38307,40251,42110,43871,45507,45419,43550,41410,38936,36041,32598,28396,23045,15588,1184,1,2,3,6,9
1075: customers with PV,1674,2147,3042,4569,6574,8804,11106,13462,15865,18283,20664,23009,25305,27521,29662,31725,33723,35659,37533,39341,41077,42715,44200,42339,39666,36638,33065,28738,23267,15696,1180,1,2,3,6,9
1076: customers with PV,1674,3260,5277,7556,9940,12407,14903,17409,19914,22388,24822,27202,29495,31674,33755,35735,37623,39419,41113,42688,44107,43686,41491,39081,36315,33078,29210,24423,18105,8109,0,1,2,4,6,10
1077: customers with PV,1674,3774,8007,14937,22589,29394,35047,39356,42160,43372,43035,41217,37660,33525,28849,23566,17541,10283,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,8,11
1078: customers with PV,1674,9140,17597,25374,31950,37242,41203,43721,44767,44416,42538,39452,35786,31614,26892,21534,15354,7589,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,8,11
1079: customers with PV,1674,3774,8007,14937,22589,29394,34944,38919,41172,41702,40657,38053,33781,29006,23704,17748,10757,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,8,11
1080: customers with PV,1674,9140,17597,25374,31950,37209,40837,42852,43200,42112,39444,35660,31339,26536,21175,15075,7564,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,8,11
1081: customers with PV,1674,2147,3042,4569,6574,8804,11106,13462,15865,18296,20712,23102,25577,28142,30859,33817,37209,41400,47454,45181,42395,38733,33720,26290,12384,0,0,0,1,1,1,2,3,5,7,11
1082: customers with PV,1674,3260,5277,7556,9940,12407,14903,17409,19918,22467,25142,27958,30942,34131,37699,41944,47654,46558,44540,41956,38580,34026,27461,16283,0,0,0,0,1,1,1,2,3,5,7,11
1083: customers with PV,1674,2147,3042,4569,6574,8804,11106,13462,15865,18282,20660,23001,25405,27872,30458,33251,36435,40363,45682,42844,39317,34572,27749,16191,0,0,0,0,1,1,1,2,3,5,7,11
1084: customers with PV,1674,3260,5277,7556,9940,12407,14903,17409,19914,22430,25052,27800,30676,33720,37102,41109,46518,44508,41915,38557,34068,27712,17312,0,0,0,0,0,1,1,1,2,3,5,8,11
