Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
402: regular customers,45674,44434.14348,42911.79125,41099.14519,39213.451,37299.96632,35403.23206,33536.94452,31699.76576,29904.13488,28179.38241,26517.06688,24931.17531,23442.70651,22037.57731,20712.16895,19463.08479,18287.37698,17181.51365,16138.13884,15152.87412,14229.36736,13367.16672,12563.20733,11814.07746,11116.52291,10467.45422,9863.948691,9298.66155,8751.585583,8219.121181,7702.016913,7199.598923,6713.005196,6240.37432,5780.839629
403: regular customers,45674,45530.80316,45121.37935,44287.14743,43088.21742,41583.5378,39916.95972,38179.90103,36435.26777,34699.27187,33006.99138,31350.39965,29747.72371,28226.24925,26771.86126,25382.62569,24056.74038,22792.85166,21588.82189,20437.60471,19335.60871,18289.32967,17300.19385,16366.24883,15484.98236,14653.96213,13870.84246,13133.37251,12439.41085,11786.8377,11173.20113,10596.01072,10053.05281,9542.215818,9061.488567,8607.825649
404: regular customers,45674,44434.14348,42911.79125,41099.14519,39213.451,37299.96632,35403.23206,33536.94452,31699.76576,29904.13488,28179.38241,26517.06688,24931.17531,23442.70651,22037.57731,20712.16895,19463.08479,18287.37698,17181.51365,16138.13908,15152.88581,14229.41884,13367.29481,12563.45199,11814.47606,11117.10571,10468.24203,9864.952209,9300.348747,8753.861935,8221.145452,7702.496748,7196.941074,6705.809908,6227.474852,5761.264694
405: regular customers,45674,45530.80316,45121.37935,44287.14743,43088.21742,41583.5378,39916.95972,38179.90103,36435.26777,34699.27187,33006.99138,31350.39965,29747.72371,28226.24925,26771.86126,25382.62569,24056.74038,22792.85166,21588.82189,20437.60471,19335.6085,18289.32006,17300.14934,16366.1325,15484.74965,14653.56415,13870.23332,13132.51362,12438.27497,11785.40866,11171.8619,10595.68425,10055.03206,9548.110126,9073.152055,8624.732261
406: regular customers,45674,44434.14348,42911.79125,41099.14519,39213.451,37299.96632,35403.23206,33536.94452,31699.76576,29904.13488,28179.38241,26517.06688,24931.17531,23442.70651,22037.57731,20712.16895,19463.08479,18287.37698,17181.51365,16138.13884,15152.87412,14229.36736,13367.16672,12563.20733,11814.07746,11116.52291,10467.45422,9863.948691,9280.61083,8637.490981,7924.35488,7141.537592,6288.331374,5365.05523,4364.638452,3273.570137
407: regular customers,45674,45530.80316,45121.37935,44287.14743,43088.21742,41583.5378,39916.95972,38179.90103,36435.26777,34699.27187,33006.99138,31350.39965,29747.72371,28226.24925,26771.86126,25382.62569,24056.74038,22792.85166,21588.82189,20437.60471,19335.60871,18289.32967,17300.19385,16366.2491,15484.98478,14653.97051,13870.86273,13133.41231,12439.47813,11786.94025,11171.77756,10589.3058,10035.73101,9507.458364,9001.118464,8512.614206
408: regular customers,45674,44434.14348,42911.79125,41099.14519,39213.451,37299.96632,35403.23206,33536.94452,31699.76576,29904.13488,28179.38241,26517.06688,24931.17531,23442.70651,22037.57731,20712.16895,19463.08479,18287.37698,17181.51365,16138.13908,15152.88581,14229.41887,13367.2957,12563.45596,11814.48654,11117.12742,10468.28019,9865.012033,9284.379534,8643.37623,7928.151854,7135.965845,6263.390874,5311.606848,4273.194081,3134.272605
409: regular customers,45674,43943.95968,41008.91455,36360.05371,30720.46856,24772.04349,19412.18339,14999.41247,11452.01074,8662.204593,6535.516025,4925.289918,3732.067722,2870.423699,2246.780157,1797.957982,1476.597788,1247.598714,1084.758549,967.75764,883.010753,826.601418,790.765786,768.585352,754.723516,745.591469,739.1516,734.250381,729.585898,723.637345,716.307412,707.858827,698.267968,688.781743,675.405368,647.505351
410: regular customers,45674,38758.16591,31557.89263,24585.22208,18783.30924,14110.34628,10485.33504,7731.241499,5666.69078,4150.546484,3068.211931,2299.415819,1763.805935,1399.925425,1151.323246,981.936602,866.968699,794.639478,751.389375,724.844534,707.299951,696.084485,689.704265,677.552146,655.692806,630.322722,604.732914,581.056648,562.42523,546.043004,530.830759,516.339709,502.363493,490.243099,481.230258,473.26901
411: regular customers,45674,43943.95968,41008.91455,36360.05371,30720.46856,24772.04349,19412.18339,14999.41247,11452.01074,8662.204593,6535.516025,4925.289918,3732.067722,2870.423699,2246.780157,1797.976516,1476.70042,1247.83578,1085.147752,968.290628,883.660744,827.272561,791.32379,768.237968,752.484873,740.128821,728.830105,717.435579,705.264933,690.999452,676.112311,660.544628,644.354067,627.518521,600.060055,565.710149
412: regular customers,45674,38758.16591,31557.89263,24585.22208,18783.30924,14110.34628,10485.33504,7731.241499,5666.69078,4150.546484,3068.211931,2299.415819,1763.805935,1399.925425,1151.323451,981.956902,867.049193,794.802743,751.632986,725.166259,707.687486,696.501099,689.997544,678.57262,656.647196,630.310907,602.776919,576.96094,556.292987,537.628892,520.111406,503.280081,488.58941,477.659271,468.149836,458.831584
413: regular customers,45674,43943.95968,41008.91455,36360.05371,30720.46856,24772.04349,19412.18339,14999.41247,11452.01074,8662.204593,6535.516025,4925.289918,3732.067722,2870.423699,2246.780157,1797.957982,1476.597788,1247.598714,1084.758549,967.75764,883.010753,826.601418,790.765786,768.585352,754.723521,745.591513,739.151642,734.250157,727.970623,717.383379,701.09944,679.712947,654.976602,627.752437,575.38725,479.618068
414: regular customers,45674,38758.16591,31557.89263,24585.22208,18783.30924,14110.34628,10485.33504,7731.241499,5666.69078,4150.546484,3068.211931,2299.415819,1763.805935,1399.925425,1151.323246,981.936602,866.968699,794.639478,751.389375,724.844534,707.299951,696.084485,689.704265,646.988218,558.44871,479.314537,436.047746,410.347137,392.607316,373.973707,357.937895,344.336788,332.746618,322.754023,314.330445,307.015453
415: regular customers,45674,43943.95968,41008.91455,36360.05371,30720.46856,24772.04349,19412.18339,14999.41247,11452.01074,8662.204593,6535.516025,4925.289918,3732.067722,2870.423699,2246.780157,1797.976516,1476.70053,1247.836663,1085.150365,968.296245,883.670497,827.286091,790.938041,764.41717,741.207335,715.874243,685.000181,651.150725,614.513647,572.942754,532.245252,491.789663,461.250814,433.296515,392.263741,354.585009
416: regular customers,45674,38758.16591,31557.89263,24585.22208,18783.30924,14110.34628,10485.33504,7731.241499,5666.69078,4150.546484,3068.211931,2299.415819,1763.805935,1399.925425,1151.323451,981.956902,867.049326,794.803419,751.634707,725.16975,707.693435,696.509645,689.50244,650.470743,561.299934,478.010371,431.23829,403.751499,382.937807,362.06134,344.898995,330.590403,318.773667,308.78799,300.275803,289.519268
417: regular customers,45674,45516.67656,45055.43015,44107.50948,42774.3954,41100.14685,39301.23508,37481.69025,35644.70744,33806.05512,32001.24479,30223.65741,28492.18403,26834.1524,25236.99242,23699.94913,22222.49308,20804.66949,19441.9025,18110.444,16811.2506,15530.98991,14273.29455,13044.58411,11842.94479,10661.15845,9494.761747,8336.10962,7172.585941,5997.256508,4802.044997,3577.604445,2313.242366,995.166561,285.035939,265.596258
418: regular customers,45674,44417.0785,42838.86104,40971.6083,39035.09405,37057.49484,35084.50816,33131.02551,31197.09274,29296.43654,27459.28209,25678.70745,23969.68573,22353.66821,20818.11917,19360.56745,17959.65407,16589.09038,15240.46902,13912.62379,12618.63313,11358.90376,10139.44295,8947.463027,7773.467312,6610.809307,5452.645124,4291.543055,3119.720882,1928.087739,705.613883,290.279679,275.939605,268.146742,261.403747,255.306326
419: regular customers,45674,45516.67656,45055.43015,44107.50948,42774.3954,41100.14685,39301.23508,37481.69025,35644.70744,33806.05512,32001.24479,30223.65741,28492.18403,26834.15695,25237.09901,23700.40288,22223.52608,20805.44257,19440.84558,18106.37618,16803.82735,15521.53279,14260.45876,13027.48163,11820.53816,10633.06589,9458.586776,8291.693274,7118.197179,5930.676114,4720.341105,3476.910808,2188.319138,838.50994,275.135626,262.670515
420: regular customers,45674,44417.0785,42838.86104,40971.6083,39035.09405,37057.49484,35084.50816,33131.02551,31197.09274,29296.43654,27459.28209,25678.70745,23969.68573,22353.70732,20818.37757,19361.37775,17960.89366,16589.54201,15239.54031,13909.33118,12612.99604,11350.92079,10128.38743,8933.432331,7755.737389,6588.340516,5424.011051,4254.849945,3072.502842,1866.95778,625.754645,286.974285,273.895026,266.31933,259.717797,253.763316
421: regular customers,45674,45516.67656,45055.43015,44107.50948,42774.3954,41100.14685,39301.23508,37481.69025,35644.70744,33806.05512,32001.24479,30223.65741,28492.18403,26834.1524,25236.99242,23699.94913,22222.49308,20804.67438,19441.05502,18100.75472,16778.28291,15378.40477,13807.76741,12066.8382,10122.27295,7874.444197,5209.794172,1825.861463,114.267678,196.771298,190.964097,182.926917,176.026353,170.161422,165.235716,161.257437
422: regular customers,45674,44417.0785,42838.86104,40971.6083,39035.09405,37057.49484,35084.50816,33131.02551,31197.09274,29296.43654,27459.28209,25678.70745,23969.68573,22353.66821,20818.11917,19360.56745,17943.3082,16433.15257,14792.88486,13002.07705,11032.63234,8847.94613,6386.136627,3469.136416,0,191.409936,202.316596,198.924021,191.804128,184.708071,178.427624,172.937541,168.1991,164.156462,160.828219,158.345632
423: regular customers,45674,45516.67656,45055.43015,44107.50948,42774.3954,41100.14685,39301.23508,37481.69025,35644.70744,33806.05512,32001.24479,30223.65741,28492.18403,26834.15695,25237.10126,23700.42931,22223.34293,20800.69693,19421.6028,18056.76635,16703.27102,15277.23832,13671.98477,11884.18587,9876.551351,7539.758072,4741.996288,1131.247507,180.013611,195.49078,187.269636,179.717742,173.512594,168.598391,165.135208,163.766027
424: regular customers,45674,44417.0785,42838.86104,40971.6083,39035.09405,37057.49484,35084.50816,33131.02551,31197.09274,29296.43654,27459.28209,25678.70745,23969.68573,22353.70753,20818.38714,19361.32786,17942.29963,16423.62254,14768.83271,12959.95657,10970.75071,8757.932569,6261.50102,3290.946521,0,190.843867,201.809823,197.411937,189.88524,182.991426,176.99905,171.922793,167.812039,164.777988,163.230508,164.358161
425: regular customers,45674,43874.86209,40693.78573,35549.92058,29403.36155,23109.47701,17757.45109,13410.95095,9947.38964,7264.533852,5262.011952,3790.283355,2739.206831,2008.784909,1493.377102,1130.85606,856.46475,640.595521,515.112966,455.359827,426.799152,407.417533,393.232055,377.056023,361.647089,348.433029,337.273067,328.007049,320.391655,314.088495,308.937247,304.993893,302.307473,300.852546,300.706179,302.065612
426: regular customers,45674,38680.28972,31266.39487,24168.80627,18275.23502,13522.81284,9844.637939,7070.751878,5020.31269,3545.4896,2520.143945,1815.871516,1306.818176,927.961288,651.693092,511.558533,458.098871,433.552374,417.529714,401.625396,385.382571,370.257527,357.58851,346.666569,337.08276,328.679011,321.322175,315.035127,309.737649,305.257588,301.546786,298.58611,295.884866,294.464278,294.631409,296.683576
427: regular customers,45674,43874.86209,40693.78573,35549.92058,29403.36155,23109.47701,17757.45109,13410.95095,9947.38964,7264.533852,5262.021358,3790.832242,2739.995084,2006.38713,1484.116342,1112.013918,831.094741,615.574356,495.804391,443.431166,417.88276,399.921133,384.628029,369.845023,356.390912,344.980391,335.59205,328.131848,322.409582,318.141655,315.260686,313.975403,314.53211,317.132669,322.144756,330.115592
428: regular customers,45674,38680.28972,31266.39487,24168.80627,18275.23502,13522.81284,9844.637939,7070.751878,5020.31269,3545.4896,2520.197017,1816.399737,1308.931723,929.249745,650.446251,508.850426,455.525626,431.201957,414.626896,399.2963,382.773567,367.946372,355.801142,345.529802,336.70161,329.162271,322.787441,317.642035,313.679359,310.758747,308.903446,308.366567,309.418491,312.282612,317.327299,325.07171
429: regular customers,45674,43874.86209,40693.78573,35549.92058,29403.36155,23109.47701,17757.45109,13410.95095,9947.38964,7264.533852,5262.011952,3790.283355,2739.207085,2007.226457,1476.72396,1075.966297,660.710609,374.593316,316.785397,288.005006,263.790832,247.532479,237.213382,228.857232,222.317018,217.519712,214.201397,212.526643,212.799568,216.00237,224.717166,244.726628,285.899478,350.946399,421.512068,458.088333
430: regular customers,45674,38680.28972,31266.39487,24168.80627,18275.23502,13522.81284,9844.637939,7070.751878,5020.31269,3545.4896,2520.143945,1815.871516,1186.990577,563.684931,352.682002,314.595607,295.05904,273.619895,258.763027,244.483043,233.954254,226.769967,221.258204,216.841225,213.302711,210.613752,208.778038,208.086112,208.910754,212.19714,220.264533,238.500274,275.369334,332.958499,389.902337,422.990026
431: regular customers,45674,43874.86209,40693.78573,35549.92058,29403.36155,23109.47701,17757.45109,13410.95095,9947.38964,7264.533852,5262.021358,3790.836809,2736.303604,1981.497992,1408.810168,948.223017,521.62673,346.158815,302.466095,274.908425,254.371632,241.253874,232.552316,226.756346,222.972999,221.405409,222.775089,229.59335,247.002109,288.057882,364.138823,478.993978,575.306766,628.911842,651.961624,661.043827
432: regular customers,45674,38680.28972,31266.39487,24168.80627,18275.23502,13522.81284,9844.637939,7070.751878,5020.31269,3545.4896,2520.197074,1816.281589,1191.937079,560.894632,349.184257,311.775716,292.062995,270.375415,255.40662,242.452637,232.660156,226.182881,221.512211,218.195121,216.186022,215.825105,217.871773,224.49024,240.465098,276.018804,344.954235,450.953961,538.237056,583.565812,596.87725,599.837551
433: regular customers,45674,45512.4737,45035.46106,44054.28928,42681.16535,40966.91221,39145.62898,37303.5161,35441.6442,33576.27736,31743.26306,29936.54969,28175.38652,26487.27057,24860.15716,23293.72011,21787.93175,20334.73227,18919.30737,17535.7084,16157.22613,14804.36314,13483.89183,12192.84531,10920.49893,9665.679344,8411.690737,7150.203178,5872.971979,4569.850908,3228.21549,1832.505929,390.419457,259.878636,250.002593,243.100752
434: regular customers,45674,44412.00298,42818.41584,40937.54691,38986.59017,36991.18532,34997.53031,33021.04972,31062.36607,29135.74298,27271.81227,25464.19688,23728.24786,22085.62631,20524.25871,19020.61239,17546.24068,16094.50274,14679.86635,13304.5837,11956.29851,10644.95883,9360.083537,8094.664041,6841.112338,5591.392329,4336.53324,3066.519151,1770.088743,451.466946,273.033866,262.174136,254.770366,248.145659,242.097366,236.547848
435: regular customers,45674,45512.4737,45035.46106,44054.28928,42681.16535,40966.91221,39145.62898,37303.5161,35441.6442,33576.27736,31743.26306,29936.54969,28175.38689,26487.32567,24860.45699,23294.40236,21787.84285,20332.46094,18913.74227,17526.80694,16144.91466,14787.3615,13461.07619,12162.92569,10881.88259,9616.611282,8350.159093,7073.329623,5777.117705,4450.184758,3078.154807,1642.65999,276.176211,254.22032,246.415781,239.721815
436: regular customers,45674,44412.00298,42818.41584,40937.54691,38986.59017,36991.18532,34997.53031,33021.04972,31062.36607,29135.74298,27271.81227,25464.19688,23728.26033,22085.7743,20524.74875,19021.20267,17545.44605,16091.81817,14674.34288,13296.06601,11944.17701,10628.62118,9338.68135,8066.881439,6805.19667,5545.017983,4276.605039,2988.921207,1669.213148,358.188225,269.585139,259.251214,251.950112,245.397193,239.413489,233.919529
437: regular customers,45674,45512.4737,45035.46106,44054.28928,42681.16535,40966.91221,39145.62898,37303.5161,35441.6442,33576.27736,31743.26306,29936.54969,28175.38652,26487.27057,24860.15716,23293.72012,21787.93859,20333.05619,18907.19324,17496.45524,15945.30298,14213.2783,12303.42468,10154.49301,7671.779431,4642.416937,696.641297,159.954459,185.249172,176.878742,168.878114,161.76874,155.36444,149.415358,143.607241,137.271927
438: regular customers,45674,44412.00298,42818.41584,40937.54691,38986.59017,36991.18532,34997.53031,33021.04972,31062.36607,29135.74298,27271.81227,25464.19688,23728.24786,22085.62631,20524.25871,19002.76528,17383.86428,15636.06425,13763.75499,11716.57283,9423.473559,6799.983024,3679.288717,0,185.839928,196.910028,188.544411,180.533063,173.41722,166.994814,161.115312,155.700251,150.626303,145.666661,140.409077,133.504758
439: regular customers,45674,45512.4737,45035.46106,44054.28928,42681.16535,40966.91221,39145.62898,37303.5161,35441.6442,33576.27736,31743.26306,29936.54969,28175.38689,26487.32648,24860.47288,23294.0004,21781.52766,20309.79655,18859.24997,17418.62036,15835.72451,14060.37184,12091.27626,9860.573629,7255.743232,4029.952002,0,177.87015,180.078248,171.266794,163.300132,156.105174,149.372074,142.475956,133.200677,41.635939
440: regular customers,45674,44412.00298,42818.41584,40937.54691,38986.59017,36991.18532,34997.53031,33021.04972,31062.36607,29135.74298,27271.81227,25464.19688,23728.26033,22085.7789,20524.72971,19000.55893,17370.83122,15606.47086,13714.00096,11642.24893,9314.220335,6641.576123,3441.443831,0,184.705152,193.739523,185.135797,177.060568,169.865547,163.318481,157.234138,151.46146,145.661215,138.775312,122.351549,99.06864
441: regular customers,45674,43854.24103,40593.22981,35325.17949,29042.05891,22705.37754,17366.54773,13039.04746,9602.87866,6955.136838,4992.033522,3561.637573,2548.140518,1839.056018,1342.663251,966.83491,669.795581,503.404799,440.292913,410.145077,389.382446,367.770285,348.903198,333.004744,319.431075,307.716335,297.447538,285.232958,273.257574,262.130938,251.515437,241.016147,229.845571,216.000656,190.281609,76.069079
442: regular customers,45674,38658.9561,31183.6815,24061.64884,18143.82976,13373.19764,9686.016615,6913.101168,4872.496171,3413.589155,2406.711905,1698.472208,1159.896572,769.76652,539.18644,454.346188,425.23303,408.08713,391.439581,371.468151,353.346191,339.01989,327.045731,316.497173,307.003798,298.406099,288.015174,277.413019,267.506277,258.032996,248.696802,239.182312,228.771158,215.530324,190.381955,81.275401
443: regular customers,45674,43854.24103,40593.22981,35325.17949,29042.05891,22705.37754,17366.54773,13039.04746,9602.87866,6955.136838,4992.151921,3562.235147,2545.977849,1830.263223,1323.926996,938.027373,634.095494,476.553507,424.941153,397.974582,375.368007,354.30559,336.854843,322.329535,309.951282,299.239368,287.194221,274.682169,263.072178,251.834284,240.174164,226.53736,204.721628,83.247746,83.34971,83.389823
444: regular customers,45674,38658.9561,31183.6815,24061.64884,18143.82976,13373.19764,9686.016615,6913.101168,4872.496171,3413.589155,2406.899242,1699.351186,1159.149208,765.612522,533.369044,449.502411,420.394126,402.983127,384.971067,364.408941,346.47948,332.419237,320.702499,310.426404,301.203108,291.343485,280.141993,269.555009,259.484444,249.406636,238.607083,225.56602,203.90797,82.157043,82.24475,82.278654
445: regular customers,45674,43854.24103,40593.22981,35325.17949,29042.05891,22705.37754,17366.54773,13039.04746,9602.87866,6955.136838,4992.033522,3561.637573,2547.201222,1824.883012,1290.658575,706.614108,348.599952,299.818024,272.516794,247.690241,232.821278,221.873892,213.776363,207.381621,202.119487,195.969446,183.387743,170.126254,137.728215,30.377807,30.386482,30.387349,30.387433,30.387441,30.387442,30.387442
446: regular customers,45674,38658.9561,31183.6815,24061.64884,18143.82976,13373.19764,9686.016615,6913.101168,4872.496171,3413.589155,2406.711905,1628.705107,791.780543,355.538907,308.982498,286.015168,265.050731,249.981502,236.736465,225.710778,217.761341,211.858348,207.00881,202.84121,199.15304,189.797771,179.5618,168.522774,140.456251,27.26256,27.265704,27.265955,27.265975,27.265976,27.265976,27.265976
447: regular customers,45674,43854.24103,40593.22981,35325.17949,29042.05891,22705.37754,17366.54773,13039.04746,9602.87866,6955.136838,4992.152245,3561.090542,2527.623651,1766.281879,1172.959471,539.555646,319.136206,283.047367,256.183955,235.993185,223.78968,214.707156,207.910719,202.507815,196.850949,184.484833,167.717474,106.563963,88.509485,102.378045,100.888111,103.004712,91.551129,95.244757,97.720449,99.068448
448: regular customers,45674,38658.9561,31183.6815,24061.64884,18143.82976,13373.19764,9686.016615,6913.101168,4872.496171,3413.589155,2406.90016,1629.694763,781.748632,349.713182,304.766804,280.803669,259.34373,244.704757,232.022634,221.616989,214.149677,208.583267,204.025963,200.130901,192.492969,182.004348,167.257399,106.603556,88.576406,100.810098,88.35643,100.594865,93.210577,97.420396,100.153711,100.158628
449: regular customers,45674,45538.00361,45164.22129,44427.27158,43354.90561,42007.79966,40482.50494,38856.14759,37168.59573,35490.16123,33855.17904,32255.61016,30708.17229,29238.40507,27832.77971,26489.27682,25206.01422,23981.55769,22813.7438,21695.65265,20623.65651,19603.98853,18638.04655,17723.96857,16859.35757,16041.90512,15269.40078,14539.73623,13850.91775,13200.98217,12588.02458,12010.23739,11465.92145,10953.43283,10471.17331,10017.60818
450: regular customers,45674,44441.73622,42962.5825,41205.07464,39358.97619,37494.24324,35651.39729,33842.32863,32065.04544,30330.33732,28664.85103,27060.20837,25529.02507,24090.72997,22731.92114,21449.01168,20238.6413,19097.89763,18023.33677,17007.84139,16047.11682,15144.66883,14300.12996,13510.62764,12772.95848,12084.07605,11441.09642,10841.29866,10282.1337,9761.136639,9275.952062,8824.370419,8399.976607,7990.780205,7593.576425,7206.396952
451: regular customers,45674,45538.00361,45164.22129,44427.27158,43354.90561,42007.79966,40482.50494,38856.14759,37168.59573,35490.16123,33855.17904,32255.61016,30708.17229,29238.40507,27832.77971,26489.27682,25206.01422,23981.55769,22813.7438,21695.65265,20623.65651,19603.98853,18638.04927,17723.99104,16859.43224,16042.0794,15269.73574,14540.30587,13851.80377,13202.2687,12589.79368,12012.56885,11468.88937,10957.10245,10475.60125,10022.81609
452: regular customers,45674,44441.73622,42962.5825,41205.07464,39358.97619,37494.24324,35651.39729,33842.32863,32065.04544,30330.33732,28664.85103,27060.20837,25529.02507,24090.72997,22731.92114,21449.01168,20238.6413,19097.89763,18023.33677,17007.84139,16047.11786,15144.68487,14300.19067,13510.77391,12773.23997,12084.55066,11441.82881,10842.35692,10283.5821,9763.034021,9278.351215,8827.317107,8405.044142,7998.864168,7605.241873,7221.472764
453: regular customers,45674,45538.00361,45164.22129,44427.27158,43354.90561,42007.79966,40482.50494,38856.14759,37168.59573,35490.16123,33855.17904,32255.61016,30708.17229,29238.40507,27832.77971,26489.27682,25206.01422,23981.55769,22813.7438,21695.65265,20623.65651,19603.98853,18638.04655,17723.96857,16859.35757,16041.90512,15269.40078,14539.73623,13850.91775,13200.98217,12588.02458,12010.23739,11465.92145,10953.43283,10471.17331,10017.60818
454: regular customers,45674,44441.73622,42962.5825,41205.07464,39358.97619,37494.24324,35651.39729,33842.32863,32065.04544,30330.33732,28664.85103,27060.20837,25529.02507,24090.72997,22731.92114,21449.01168,20238.6413,19097.89763,18023.33677,17007.84139,16047.11682,15144.66883,14300.12996,13510.62764,12772.95848,12084.07605,11441.09642,10841.29866,10282.1337,9761.136639,9275.952062,8824.370419,8382.432331,7896.325712,7358.955478,6767.935519
455: regular customers,45674,45538.00361,45164.22129,44427.27158,43354.90561,42007.79966,40482.50494,38856.14759,37168.59573,35490.16123,33855.17904,32255.61016,30708.17229,29238.40507,27832.77971,26489.27682,25206.01422,23981.55769,22813.7438,21695.65265,20623.65651,19603.98853,18638.04927,17723.99104,16859.43224,16042.0794,15269.73652,14540.3109,13851.81886,13202.30179,12589.85575,12012.67423,11469.05471,10957.34551,10475.94059,10023.17314
456: regular customers,45674,44441.73622,42962.5825,41205.07464,39358.97619,37494.24324,35651.39729,33842.32863,32065.04544,30330.33732,28664.85103,27060.20837,25529.02507,24090.72997,22731.92114,21449.01168,20238.6413,19097.89763,18023.33677,17007.84139,16047.11786,15144.68487,14300.19067,13510.77391,12773.24036,12084.55362,11441.83836,10842.37922,10283.62536,9763.108108,9278.467436,8827.487965,8394.636778,7923.066696,7402.172778,6827.386081
457: regular customers,45674,43991.77514,41242.04925,37014.94298,31802.33679,26241.14783,20972.80721,16424.16852,12715.89495,9766.325214,7485.861931,5731.453108,4407.52371,3431.900966,2710.758688,2180.268,1791.774204,1508.550756,1302.630165,1151.843278,1040.958214,961.002467,904.057465,864.821714,839.578205,823.173436,812.342595,805.061528,800.078502,796.635361,794.23623,792.460126,791.086495,789.970916,789.011813,788.148552
458: regular customers,45674,38808.45466,31774.35303,24925.73425,19173.19802,14533.96953,10918.02435,8150.922101,6056.990738,4500.742468,3373.416323,2559.727954,1982.586203,1582.636031,1303.998277,1110.454863,976.388619,883.7931,823.634549,785.176982,760.857177,746.218305,737.636426,732.594611,729.560599,727.654335,725.096171,713.148959,693.941381,672.901248,652.488578,633.23055,614.979219,597.75526,583.93942,572.823116
459: regular customers,45674,43991.77514,41242.04925,37014.94298,31802.33679,26241.14783,20972.80721,16424.16852,12715.89495,9766.325214,7485.861931,5731.453108,4407.52371,3431.900966,2710.758688,2180.277881,1791.887594,1508.88535,1303.280025,1152.895544,1042.48661,963.056181,906.669131,867.819634,842.965167,827.005647,816.665031,809.902878,805.260474,801.393972,797.804729,794.083164,790.161921,785.847087,781.050021,775.551785
460: regular customers,45674,38808.45466,31774.35303,24925.73425,19173.19802,14533.96953,10918.02435,8150.922101,6056.990738,4500.742468,3373.416323,2559.727954,1982.586203,1582.636031,1303.998277,1110.475645,976.503272,884.07863,824.122226,785.915098,761.869399,747.552237,739.326686,734.665025,732.028198,730.532581,729.677743,727.706919,717.575954,701.071271,681.829137,662.948208,645.031235,627.841117,611.138812,595.324416
461: regular customers,45674,43991.77514,41242.04925,37014.94298,31802.33679,26241.14783,20972.80721,16424.16852,12715.89495,9766.325214,7485.861931,5731.453108,4407.52371,3431.900966,2710.758688,2180.268,1791.774204,1508.550756,1302.630165,1151.843278,1040.958214,961.002467,904.057465,864.821714,839.578205,823.173436,812.342595,805.061528,800.078502,796.635361,794.23623,792.460332,791.087695,789.974265,789.018724,788.160732
462: regular customers,45674,38808.45466,31774.35303,24925.73425,19173.19802,14533.96953,10918.02435,8150.922101,6056.990738,4500.742468,3373.416323,2559.727954,1982.586203,1582.636031,1303.998277,1110.454863,976.388619,883.7931,823.634549,785.176982,760.857177,746.218305,737.636426,732.594611,729.560599,727.654335,719.966896,665.117571,587.347602,517.441028,469.293669,442.79122,423.824305,409.586043,398.860834,387.401508
463: regular customers,45674,43991.77514,41242.04925,37014.94298,31802.33679,26241.14783,20972.80721,16424.16852,12715.89495,9766.325214,7485.861931,5731.453108,4407.52371,3431.900966,2710.758688,2180.277881,1791.887594,1508.885402,1303.28093,1152.899434,1042.497108,963.077756,906.706509,867.874454,843.041274,827.10842,816.800653,810.079151,804.914968,797.768963,788.533157,776.029737,760.653058,742.216582,720.56052,695.193807
464: regular customers,45674,38808.45466,31774.35303,24925.73425,19173.19802,14533.96953,10918.02435,8150.922101,6056.990738,4500.742468,3373.416323,2559.727954,1982.586203,1582.636031,1303.998277,1110.475645,976.503272,884.078822,824.123276,785.918306,761.876933,747.566948,739.351643,734.703426,732.083494,730.608677,729.779274,723.109457,675.969492,607.451299,540.602199,488.860231,458.263477,437.754736,421.428804,408.793782
465: regular customers,45674,45532.93694,45146.30006,44377.03304,43261.94418,41866.27913,40280.47836,38603.18042,36891.17442,35187.9895,33526.26883,31898.47084,30321.55843,28821.11087,27384.04074,26008.62938,24693.27885,23436.81175,22237.31199,21088.21334,19986.18337,18937.4457,17943.4491,17002.44606,16112.15318,15270.35709,14474.92527,13723.81865,13015.09876,12346.83586,11717.14045,11124.17543,10563.40802,10030.76549,9525.796489,9047.753945
466: regular customers,45674,44437.17934,42939.2128,41161.91007,39301.46506,37419.16846,35555.75534,33723.59603,31921.21436,30159.86782,28466.53804,26833.31092,25273.09764,23805.45473,22417.34637,21105.44853,19866.63975,18698.21441,17596.91618,16555.88327,15571.02577,14645.8175,13779.8937,12970.42465,12214.24354,11501.11134,10813.43665,10149.44469,9509.708106,8892.584938,8298.272035,7724.237368,7169.280501,6631.180206,6108.267003,5601.725782
467: regular customers,45674,45532.93694,45146.30006,44377.03304,43261.94418,41866.27913,40280.47836,38603.18042,36891.17442,35187.9895,33526.26883,31898.47084,30321.55843,28821.11087,27384.04074,26008.62938,24693.27885,23436.81175,22237.31678,21088.25185,19986.31035,18937.73066,17943.96316,17003.25445,16113.31157,15271.90928,14476.88672,13725.74882,13016.22349,12345.98863,11712.72582,11114.35077,10547.03616,10006.43659,9492.233732,9003.891263
